,carat,cut,color,clarity,depth,table,price,x,y,z
15788,1.0,Very Good,G,SI2,62.6,58.0,4725,6.34,6.38,3.98
15789,0.32,Ideal,H,IF,60.9,56.0,842,4.41,4.42,2.69
15790,0.33,Ideal,F,VVS2,60.7,57.0,824,4.48,4.51,2.73
15791,0.91,Fair,H,VVS1,56.5,67.0,4115,6.38,6.4,3.61
15792,1.5,Premium,E,VS1,60.3,60.0,16558,7.43,7.34,4.45
15793,0.57,Good,J,VS2,63.3,56.0,1100,5.24,5.28,3.33
15794,0.81,Premium,G,SI2,61.7,57.0,2482,5.99,5.94,3.68
15795,0.6,Ideal,E,VS1,61.0,56.0,2171,5.44,5.47,3.33
15796,0.39,Ideal,G,IF,60.1,57.0,1624,4.74,4.77,2.85
15797,0.41,Ideal,E,VS2,62.3,56.0,935,4.74,4.77,2.96
15798,0.4,Premium,H,VVS2,60.6,60.0,1125,4.79,4.75,2.89
15799,1.01,Good,H,VVS2,63.3,57.0,5988,6.35,6.39,4.03
15800,0.9,Ideal,D,VS2,61.2,56.0,6689,6.2,6.26,3.81
15801,2.0,Very Good,G,SI1,61.8,61.0,18524,8.0,8.09,4.97
15802,1.21,Very Good,D,SI2,60.9,58.0,5922,6.83,6.89,4.18
15803,0.4,Very Good,E,SI1,59.8,61.0,684,4.76,4.81,2.86
15804,0.3,Ideal,F,VS2,61.1,56.0,573,4.36,4.38,2.67
15805,1.35,Ideal,G,VVS2,61.5,55.0,13230,7.11,7.16,4.39
15806,0.33,Ideal,F,VVS1,61.9,55.0,955,4.42,4.44,2.74
15807,1.05,Very Good,G,VS2,61.7,55.0,5917,6.5,6.56,4.03
15808,1.63,Ideal,G,VS1,61.7,55.0,15840,7.6,7.56,4.68
15809,0.4,Premium,D,SI2,62.2,58.0,855,4.75,4.71,2.94
15810,0.52,Ideal,F,VS2,60.0,62.0,1806,5.23,5.19,3.13
15811,1.2,Very Good,G,IF,59.4,61.0,9987,6.92,6.95,4.12
15812,1.05,Ideal,G,VS1,62.5,56.0,7037,6.48,6.54,4.07
15813,0.45,Fair,E,VS2,66.9,60.0,980,4.78,4.71,3.18
15814,1.03,Very Good,D,SI2,60.9,57.0,4545,6.53,6.55,3.98
15815,0.3,Very Good,G,VVS2,62.9,55.0,684,4.3,4.32,2.71
15816,1.07,Ideal,G,VVS2,61.9,56.0,9169,6.6,6.62,4.09
15817,0.72,Very Good,G,SI1,63.1,57.0,2385,5.71,5.67,3.59
15818,0.51,Ideal,F,SI2,62.7,57.0,1046,5.08,5.1,3.19
15819,1.22,Premium,D,SI2,62.0,60.0,6046,6.8,6.74,4.2
15820,0.41,Ideal,F,SI1,62.8,57.0,969,4.73,4.69,2.96
15821,0.51,Ideal,G,VS2,61.3,55.0,1557,5.16,5.19,3.17
15822,1.02,Ideal,D,VS1,62.6,57.0,8347,6.4,6.44,4.02
15823,0.31,Ideal,F,IF,61.8,54.0,1046,4.37,4.33,2.69
15824,0.28,Ideal,I,VS1,62.5,54.0,448,4.18,4.23,2.63
15825,0.32,Ideal,E,VS2,62.1,56.0,702,4.4,4.43,2.74
15826,0.32,Premium,G,VS1,61.8,60.0,828,4.36,4.35,2.69
15827,0.32,Very Good,H,VVS1,61.7,56.0,672,4.4,4.43,2.72
15828,0.59,Very Good,F,SI2,63.4,57.0,1301,5.32,5.28,3.36
15829,1.04,Premium,G,SI1,61.4,57.0,5086,6.56,6.5,4.01
15830,0.52,Very Good,E,VS2,62.3,57.0,1689,5.1,5.17,3.2
15831,0.9,Premium,F,SI1,61.2,59.0,4158,6.19,6.16,3.78
15832,0.7,Premium,H,SI2,62.9,61.0,1942,5.57,5.53,3.49
15833,0.5,Ideal,I,SI1,61.9,58.0,982,5.06,5.09,3.14
15834,0.53,Ideal,I,VVS2,60.9,56.0,1351,5.26,5.3,3.21
15835,0.7,Very Good,I,SI1,61.6,63.0,1856,5.68,5.59,3.47
15836,0.52,Very Good,G,VS1,59.1,60.0,1554,5.24,5.19,3.08
15837,0.6,Ideal,H,VS1,62.0,53.0,1772,5.44,5.46,3.38
15838,1.26,Ideal,F,SI1,61.4,56.0,7824,6.99,6.93,4.27
15839,1.71,Ideal,H,VS2,62.5,57.0,13445,7.59,7.63,4.76
15840,0.29,Very Good,E,VS1,62.8,44.0,474,4.2,4.24,2.65
15841,0.91,Very Good,I,VS2,61.0,57.0,3664,6.2,6.26,3.8
15842,1.01,Very Good,E,VS2,62.6,56.0,6043,6.39,6.43,4.01
15843,1.2,Very Good,E,VVS2,63.2,56.0,11456,6.73,6.78,4.27
15844,1.15,Premium,E,SI2,61.7,60.0,4328,6.78,6.7,4.16
15845,0.31,Ideal,D,VS2,61.2,55.0,734,4.36,4.46,2.7
15846,0.7,Good,H,VVS1,62.7,56.0,2877,5.6,5.66,3.53
15847,2.35,Premium,I,SI2,59.9,58.0,17294,8.68,8.61,5.18
15848,0.71,Good,I,VS2,61.1,60.6,2145,5.71,5.74,3.49
15849,1.35,Premium,H,VS2,61.5,58.0,7918,7.09,7.15,4.38
15850,0.5,Premium,H,SI1,59.0,59.0,1156,5.22,5.18,3.07
15851,0.3,Good,H,VVS1,63.4,57.0,684,4.27,4.31,2.72
15852,0.5,Ideal,E,VS2,62.1,57.0,1629,5.1,5.05,3.15
15853,0.52,Fair,E,VVS2,57.2,64.0,2079,5.27,5.36,3.04
15854,1.28,Premium,G,VS2,62.2,59.0,9032,6.94,6.89,4.3
15855,0.9,Premium,F,SI2,60.7,59.0,3553,6.25,6.21,3.78
15856,0.7,Fair,F,SI2,66.4,56.0,1564,5.51,5.42,3.63
15857,0.31,Ideal,D,VS2,62.5,56.0,734,4.34,4.36,2.72
15858,0.8,Very Good,H,SI1,63.8,56.0,2739,5.85,5.91,3.75
15859,0.35,Fair,E,VVS2,66.2,61.0,738,4.4,4.36,2.9
15860,0.3,Good,J,VS2,64.1,58.0,441,4.26,4.23,2.72
15861,1.71,Good,E,SI1,64.0,53.0,13287,7.68,7.54,4.87
15862,1.01,Premium,G,SI2,62.7,58.0,4327,6.44,6.38,4.02
15863,1.17,Ideal,I,SI1,61.7,56.0,6405,6.73,6.78,4.17
15864,0.81,Ideal,E,SI1,61.5,56.0,3373,6.01,6.03,3.7
15865,0.31,Ideal,H,VVS1,61.5,54.0,907,4.39,4.36,2.69
15866,0.36,Ideal,E,VS2,61.9,56.0,789,4.55,4.56,2.82
15867,0.3,Very Good,E,SI1,61.9,58.0,526,4.27,4.33,2.66
15868,0.51,Ideal,D,SI1,61.6,56.0,1569,5.1,5.12,3.15
15869,0.34,Premium,H,VS2,62.6,60.0,537,4.42,4.46,2.78
15870,0.3,Premium,E,VS2,61.7,60.0,570,4.28,4.31,2.65
15871,1.01,Very Good,E,SI1,63.0,57.0,5627,6.28,6.36,3.98
15872,0.6,Very Good,F,VS2,62.1,57.0,1772,5.37,5.39,3.34
15873,0.33,Ideal,F,VVS2,60.9,56.0,974,4.47,4.5,2.73
15874,0.51,Ideal,D,SI1,62.8,56.0,1687,5.09,5.07,3.19
15875,0.35,Premium,H,VVS2,61.9,58.0,906,4.54,4.5,2.8
15876,1.05,Very Good,J,SI2,63.2,56.0,2789,6.49,6.45,4.09
15877,1.18,Premium,I,SI1,60.5,59.0,4956,6.9,6.82,4.15
15878,0.34,Very Good,G,VS1,61.2,57.0,701,4.5,4.54,2.76
15879,1.01,Good,J,VS1,63.2,62.0,3823,6.29,6.33,3.99
15880,0.52,Ideal,G,VS1,62.7,57.0,1689,5.12,5.15,3.22
15881,0.91,Ideal,E,SI1,61.0,57.0,4706,6.27,6.32,3.84
15882,0.28,Good,E,VVS1,64.6,55.0,492,4.15,4.18,2.69
15883,0.39,Ideal,F,VVS1,60.9,55.0,1089,4.75,4.8,2.91
15884,0.36,Premium,F,SI1,61.1,59.0,770,4.62,4.58,2.81
15885,0.39,Ideal,F,SI1,62.5,55.0,718,4.63,4.68,2.91
15886,0.4,Premium,G,VVS2,62.0,58.0,982,4.68,4.74,2.92
15887,0.53,Ideal,H,VS1,62.1,56.0,1607,5.21,5.19,3.23
15888,0.34,Premium,E,SI1,61.8,58.0,765,4.5,4.47,2.77
15889,0.35,Ideal,D,VS2,62.3,55.0,1063,4.54,4.52,2.82
15890,0.52,Premium,G,VS1,62.4,59.0,1815,5.16,5.13,3.21
15891,0.34,Premium,D,SI1,59.8,61.0,803,4.53,4.5,2.7
15892,1.03,Ideal,E,SI2,62.5,56.0,4522,6.48,6.45,4.04
15893,0.33,Premium,G,VVS2,59.5,60.0,752,4.52,4.55,2.7
15894,0.44,Very Good,E,VVS2,59.6,59.0,1337,4.98,4.99,2.97
15895,1.5,Fair,E,VS1,65.4,57.0,15584,7.14,7.07,4.65
15896,0.32,Premium,I,VVS2,60.7,59.0,561,4.4,4.43,2.68
15897,0.51,Ideal,E,VVS2,60.7,58.0,2545,5.19,5.17,3.14
15898,2.01,Premium,J,VVS1,62.2,58.0,15836,8.1,7.89,5.0
15899,1.02,Very Good,H,SI2,62.6,60.0,4229,6.3,6.38,3.97
15900,0.56,Ideal,E,SI1,61.6,55.0,1649,5.31,5.33,3.28
15901,0.33,Ideal,E,VS2,61.0,57.0,928,4.46,4.43,2.71
15902,1.08,Very Good,G,SI2,62.9,59.0,4544,6.53,6.57,4.12
15903,0.72,Ideal,J,VVS2,60.9,58.0,2136,5.74,5.78,3.51
15904,0.37,Good,G,SI2,63.3,55.0,487,4.58,4.61,2.91
15905,0.44,Premium,E,VS2,60.4,59.0,1073,4.93,4.9,2.97
15906,1.02,Premium,G,SI2,60.9,59.0,4486,6.56,6.45,3.96
15907,0.23,Ideal,I,VVS1,63.0,56.0,414,3.94,3.9,2.47
15908,1.2,Ideal,H,SI2,61.0,57.0,5610,6.84,6.9,4.19
15909,1.14,Very Good,G,SI2,59.5,59.0,4935,6.79,6.85,4.06
15910,0.31,Ideal,D,VS2,62.7,57.0,734,4.3,4.34,2.71
15911,0.33,Very Good,D,VVS2,60.8,58.0,1050,4.47,4.48,2.72
15912,0.39,Ideal,H,SI1,61.8,55.0,874,4.68,4.71,2.9
15913,0.54,Ideal,E,SI1,60.3,57.0,1777,5.28,5.3,3.19
15914,0.36,Ideal,F,VVS2,61.7,57.0,896,4.58,4.61,2.83
15915,0.41,Premium,G,VS2,60.7,59.0,772,4.8,4.85,2.93
15916,0.3,Very Good,D,SI1,63.1,55.0,709,4.31,4.28,2.71
15917,0.31,Ideal,G,VVS1,61.0,56.0,789,4.36,4.4,2.67
15918,0.32,Ideal,G,VS1,60.7,56.0,773,4.46,4.43,2.7
15919,1.01,Ideal,F,VVS1,60.5,60.0,10197,6.45,6.47,3.91
15920,0.41,Very Good,G,VS1,62.4,57.0,899,4.71,4.74,2.95
15921,0.41,Ideal,E,VS1,62.1,56.0,1153,4.78,4.75,2.96
15922,0.38,Very Good,H,SI1,60.1,57.0,662,4.73,4.75,2.85
15923,0.57,Ideal,G,VS2,61.6,57.0,1728,5.36,5.32,3.29
15924,0.75,Premium,G,SI1,59.1,59.0,2622,5.98,5.9,3.51
15925,0.99,Premium,F,SI2,60.6,61.0,4075,6.45,6.38,3.89
15926,0.33,Premium,I,VVS2,61.4,58.0,579,4.45,4.48,2.74
15927,1.01,Ideal,E,IF,61.4,57.0,12865,6.53,6.46,3.99
15928,0.73,Premium,G,SI1,62.8,59.0,2351,5.76,5.68,3.59
15929,0.72,Very Good,F,VVS2,63.4,56.0,3338,5.68,5.71,3.61
15930,0.37,Ideal,D,VVS2,60.5,57.0,983,4.65,4.68,2.82
15931,1.0,Very Good,H,SI1,61.8,57.0,4995,6.39,6.42,3.96
15932,0.3,Ideal,F,VS2,61.6,56.0,573,4.3,4.33,2.66
15933,1.14,Premium,D,SI2,60.3,58.0,4972,6.79,6.71,4.07
15934,1.04,Premium,F,SI2,60.2,58.0,4717,6.6,6.55,3.96
15935,0.9,Good,J,VVS2,57.4,61.0,3193,6.42,6.37,3.67
15936,1.02,Ideal,G,I1,61.2,56.0,3459,6.47,6.5,3.97
15937,0.5,Very Good,E,VS2,63.2,57.0,1629,5.06,5.03,3.19
15938,1.02,Good,F,SI2,63.8,53.0,4238,6.46,6.37,4.09
15939,1.0,Good,G,SI2,61.7,63.0,4493,6.36,6.37,3.93
15940,0.71,Fair,D,SI1,65.1,59.0,2352,5.59,5.56,3.63
15941,0.53,Good,E,VVS2,63.4,61.0,2582,5.11,5.18,3.26
15942,1.0,Fair,I,VS1,64.0,49.0,3951,6.43,6.39,4.1
15943,2.28,Ideal,E,SI2,62.0,55.0,16969,8.49,8.45,5.25
15944,0.3,Ideal,F,VVS2,61.6,55.0,751,4.3,4.33,2.66
15945,0.4,Good,I,VS2,63.8,54.0,855,4.72,4.68,3.0
15946,0.41,Good,H,SI1,64.3,54.0,748,4.72,4.68,3.02
15947,0.92,Very Good,E,SI2,63.2,54.0,3679,6.29,6.25,3.96
15948,1.25,Ideal,F,VS1,62.0,55.0,9586,6.91,6.95,4.3
15949,0.32,Ideal,H,SI1,61.0,56.0,479,4.4,4.42,2.69
15950,1.02,Good,F,VS1,57.9,59.0,7197,6.64,6.59,3.83
15951,1.04,Premium,F,SI1,62.2,60.0,5300,6.48,6.44,4.02
15952,1.5,Premium,F,SI2,62.4,58.0,7056,7.31,7.24,4.54
15953,0.4,Ideal,G,VS1,62.2,56.0,877,4.72,4.74,2.94
15954,0.34,Very Good,I,SI1,60.4,56.0,459,4.54,4.56,2.75
15955,1.25,Ideal,H,SI2,61.6,55.0,6030,6.89,6.94,4.26
15956,1.91,Very Good,G,SI1,63.1,59.0,15241,7.9,7.86,4.97
15957,0.71,Good,F,SI2,64.0,58.0,1818,5.65,5.59,3.6
15958,0.25,Ideal,H,VVS1,62.4,55.0,525,4.04,4.08,2.53
15959,0.54,Good,G,SI1,63.2,56.0,1292,5.16,5.19,3.27
15960,0.37,Very Good,D,VVS1,62.3,54.0,1108,4.57,4.65,2.87
15961,0.31,Ideal,G,VS1,62.1,55.0,802,4.37,4.33,2.7
15962,0.3,Good,D,SI1,63.1,55.0,552,4.28,4.31,2.71
15963,0.51,Good,F,VVS2,62.4,63.0,2195,5.05,5.08,3.16
15964,1.13,Premium,H,SI2,60.7,54.0,4873,6.82,6.72,4.11
15965,0.5,Very Good,G,VS1,62.9,55.0,1592,5.06,5.09,3.19
15966,0.81,Ideal,J,VS2,62.1,56.0,2455,5.94,5.97,3.7
15967,0.35,Ideal,D,SI1,62.3,55.0,644,4.51,4.54,2.82
15968,0.42,Premium,D,VS2,61.3,58.0,825,4.8,4.83,2.95
15969,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59
15970,0.5,Very Good,G,SI1,62.1,56.0,1197,5.05,5.09,3.15
15971,1.09,Premium,H,VS2,61.4,58.0,5677,6.64,6.58,4.06
15972,0.39,Premium,F,VVS1,59.7,58.0,1290,4.75,4.73,2.83
15973,1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16
15974,1.01,Very Good,J,VS2,60.6,59.0,4337,6.42,6.45,3.9
15975,1.5,Very Good,E,VS2,62.9,56.0,13892,7.31,7.22,4.57
15976,0.4,Good,G,VS2,63.8,59.0,807,4.64,4.57,2.94
15977,0.7,Ideal,F,VS1,62.4,56.0,3199,5.67,5.65,3.53
15978,0.65,Very Good,D,SI1,62.4,58.0,1945,5.52,5.57,3.46
15979,2.0,Premium,E,SI2,62.2,56.0,17760,8.14,8.06,5.04
15980,0.7,Very Good,F,VS2,62.3,61.0,2593,5.55,5.62,3.48
15981,0.92,Good,D,SI2,60.3,61.0,3843,6.29,6.38,3.82
15982,0.73,Ideal,I,VS2,62.1,54.0,2327,5.79,5.8,3.6
15983,1.73,Ideal,E,SI1,61.9,57.0,15842,7.74,7.66,4.77
15984,0.57,Premium,H,VVS1,61.6,58.0,2172,5.39,5.35,3.31
15985,0.26,Ideal,H,VS1,62.2,55.0,482,4.12,4.14,2.57
15986,0.33,Ideal,I,SI2,61.8,55.0,403,4.49,4.51,2.78
15987,0.51,Ideal,G,VVS2,60.1,56.0,1974,5.22,5.19,3.13
15988,0.5,Ideal,E,SI2,60.7,56.0,1359,5.16,5.19,3.14
15989,0.73,Very Good,G,VS2,62.1,59.0,2966,5.68,5.73,3.54
15990,1.26,Ideal,H,SI2,62.0,55.0,6239,6.9,6.97,4.29
15991,0.5,Good,E,SI1,63.7,59.0,1090,5.07,5.01,3.21
15992,0.33,Very Good,G,SI2,62.9,55.0,434,4.41,4.46,2.79
15993,0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57
15994,0.35,Ideal,F,VVS2,62.1,56.0,745,4.52,4.56,2.82
15995,0.5,Ideal,D,VS2,61.7,53.0,1678,5.14,5.16,3.18
15996,0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
15997,1.01,Good,J,SI1,62.8,58.0,3399,6.28,6.33,3.96
15998,1.0,Ideal,G,SI1,62.7,56.0,4737,6.36,6.39,4.0
15999,1.1,Ideal,G,VS2,60.2,56.0,6972,6.7,6.74,4.05
16000,0.71,Very Good,H,VS2,61.8,58.0,2368,5.66,5.7,3.51
16001,0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
16002,2.1,Ideal,I,SI2,61.9,56.0,15653,8.22,8.2,5.08
16003,0.31,Premium,F,SI1,60.5,60.0,663,4.39,4.37,2.65
16004,1.01,Ideal,G,VVS2,61.6,54.0,8662,6.51,6.55,4.02
16005,0.34,Ideal,D,SI1,62.0,56.0,626,4.47,4.5,2.78
16006,0.42,Premium,H,VS1,61.6,58.0,1087,4.82,4.79,2.96
16007,0.31,Very Good,F,VS2,62.8,57.0,625,4.34,4.36,2.73
16008,0.33,Ideal,D,VS2,61.1,56.0,822,4.5,4.54,2.76
16009,0.34,Premium,H,VS2,62.6,60.0,689,4.46,4.42,2.78
16010,1.53,Very Good,F,SI1,58.5,59.0,11713,7.55,7.62,4.44
16011,0.27,Ideal,H,VS1,61.6,56.0,480,4.16,4.19,2.57
16012,1.01,Very Good,F,SI2,63.4,54.0,4270,6.42,6.39,4.06
16013,0.3,Very Good,E,SI1,62.4,58.0,526,4.24,4.28,2.66
16014,0.34,Ideal,H,VS2,62.5,54.0,689,4.54,4.49,2.82
16015,0.56,Fair,E,VVS2,57.3,60.0,2426,5.5,5.57,3.17
16016,0.7,Ideal,H,SI1,60.6,57.0,1919,5.73,5.78,3.49
16017,0.54,Premium,G,VS2,62.0,58.0,1637,5.21,5.18,3.22
16018,0.35,Ideal,E,IF,61.4,56.0,1254,4.56,4.53,2.79
16019,1.38,Premium,G,SI2,59.2,59.0,6779,7.35,7.29,4.33
16020,0.32,Ideal,E,VVS1,60.7,55.0,860,4.42,4.45,2.69
16021,0.26,Premium,E,VVS2,61.7,61.0,724,4.12,4.08,2.53
16022,1.22,Ideal,G,VS2,60.1,57.0,9954,6.96,7.01,4.2
16023,0.38,Premium,I,SI2,60.0,59.0,641,4.71,4.69,2.82
16024,0.83,Premium,E,VS2,61.3,59.0,3625,6.08,6.02,3.71
16025,0.31,Premium,G,VVS1,62.2,59.0,1046,4.32,4.3,2.68
16026,1.23,Ideal,G,VS2,62.4,57.0,8233,6.88,6.83,4.28
16027,1.5,Ideal,G,VS2,60.7,54.0,13135,7.41,7.48,4.53
16028,1.2,Good,F,VVS1,63.6,57.0,10982,6.71,6.74,4.28
16029,0.81,Very Good,J,VS2,60.4,59.0,2283,6.04,6.11,3.67
16030,2.6,Premium,J,SI2,58.3,61.0,17209,9.05,8.94,5.24
16031,0.47,Premium,E,SI1,60.2,61.0,1087,5.05,4.96,3.02
16032,2.26,Very Good,H,SI2,63.3,59.0,13923,8.35,8.26,5.25
16033,1.25,Ideal,F,VS1,62.0,55.0,9761,6.95,6.91,4.3
16034,0.59,Ideal,J,VS2,60.8,57.0,1352,5.47,5.42,3.31
16035,2.43,Premium,I,SI2,62.2,60.0,14727,8.59,8.53,5.33
16036,1.91,Premium,I,SI1,63.0,59.0,13367,7.91,7.87,4.97
16037,0.35,Ideal,D,VS2,62.4,55.0,1063,4.52,4.48,2.81
16038,1.12,Premium,H,SI2,61.4,59.0,3889,6.69,6.66,4.1
16039,1.01,Very Good,F,VS2,62.7,56.0,6159,6.37,6.43,4.01
16040,0.54,Ideal,G,VVS1,62.2,56.0,2236,5.22,5.2,3.24
16041,1.56,Premium,D,SI2,61.1,56.0,8858,7.54,7.45,4.58
16042,1.08,Ideal,G,VS2,61.8,55.0,6931,6.57,6.63,4.08
16043,1.01,Very Good,F,SI2,59.5,57.0,3709,6.61,6.66,3.95
16044,2.01,Good,I,VS1,62.5,56.0,17365,7.96,8.0,4.99
16045,0.92,Very Good,H,VS2,63.4,57.0,4173,6.17,6.11,3.89
16046,0.4,Ideal,G,SI1,62.3,54.0,741,4.74,4.77,2.96
16047,0.55,Premium,E,SI1,60.8,58.0,1698,5.32,5.29,3.22
16048,1.3,Premium,D,SI2,60.2,59.0,7002,7.0,7.05,4.23
16049,0.71,Very Good,G,SI1,61.1,61.0,1942,5.71,5.72,3.49
16050,1.22,Very Good,F,VS2,62.3,57.0,8575,6.8,6.84,4.25
16051,0.5,Very Good,E,SI1,63.3,58.0,1415,5.03,4.99,3.17
16052,0.41,Premium,F,SI1,61.8,58.0,969,4.76,4.75,2.94
16053,0.57,Premium,E,VS2,62.2,59.0,2274,5.29,5.26,3.28
16054,0.53,Ideal,D,VVS1,62.5,54.0,2905,5.16,5.21,3.24
16055,0.55,Ideal,F,VS2,62.7,55.0,1698,5.26,5.24,3.29
16056,0.26,Ideal,E,VS1,61.8,55.0,452,4.09,4.13,2.54
16057,0.22,Fair,E,VS2,65.1,61.0,337,3.87,3.78,2.49
16058,0.3,Premium,E,VS2,62.5,59.0,658,4.27,4.3,2.68
16059,0.71,Ideal,I,VS1,61.8,56.0,2965,5.68,5.72,3.52
16060,2.14,Ideal,H,SI1,61.5,57.0,18528,8.36,8.29,5.12
16061,1.5,Premium,F,VS2,62.0,53.0,13506,7.37,7.33,4.56
16062,1.01,Good,E,SI1,63.2,59.0,4619,6.25,6.28,3.96
16063,2.0,Premium,H,SI2,61.5,61.0,13134,8.13,8.1,4.99
16064,0.9,Good,F,VS2,62.6,57.0,4466,6.07,6.19,3.84
16065,0.3,Ideal,E,VVS1,61.2,57.0,838,4.32,4.34,2.65
16066,0.72,Ideal,E,SI1,62.7,55.0,2886,5.64,5.69,3.55
16067,2.21,Premium,I,SI1,61.1,59.0,17714,8.42,8.37,5.13
16068,1.29,Premium,I,VS2,62.2,57.0,6279,7.01,6.97,4.35
16069,1.01,Premium,E,SI1,62.8,59.0,5599,6.31,6.27,3.95
16070,0.7,Very Good,I,SI2,62.4,58.0,1795,5.64,5.68,3.53
16071,0.31,Very Good,H,VS2,60.0,60.0,489,4.4,4.43,2.65
16072,0.51,Premium,G,VS1,62.9,58.0,1781,5.1,5.05,3.19
16073,0.51,Ideal,G,SI1,61.7,54.0,1237,5.14,5.2,3.19
16074,0.5,Ideal,I,VS2,62.0,55.0,1110,5.1,5.12,3.17
16075,0.38,Ideal,D,VVS2,60.3,57.0,992,4.71,4.77,2.86
16076,1.0,Premium,F,I1,62.4,59.0,3405,6.38,6.34,3.97
16077,1.05,Ideal,G,SI2,62.2,54.0,4667,6.52,6.56,4.07
16078,0.51,Ideal,F,VS1,61.9,56.0,1744,5.11,5.17,3.18
16079,0.53,Good,D,SI2,63.9,55.0,1318,5.14,5.1,3.27
16080,1.01,Good,F,SI1,64.2,58.0,4199,6.31,6.33,4.06
16081,0.48,Very Good,F,VS2,61.1,58.0,1251,5.05,5.11,3.11
16082,1.03,Ideal,E,SI2,62.3,56.0,4758,6.44,6.52,4.04
16083,1.08,Ideal,D,VS1,61.1,56.0,9545,6.59,6.63,4.04
16084,0.4,Ideal,G,SI2,62.1,53.0,573,4.75,4.78,2.96
16085,0.24,Very Good,E,VS1,59.8,58.0,419,4.02,4.11,2.43
16086,1.52,Ideal,G,VVS1,62.4,55.0,15959,7.3,7.39,4.58
16087,0.9,Very Good,G,SI1,63.0,57.0,3681,6.13,6.19,3.88
16088,0.24,Very Good,E,VS2,61.5,58.0,419,4.02,4.05,2.48
16089,0.28,Premium,H,VVS1,59.9,62.0,646,4.28,4.23,2.55
16090,1.35,Premium,F,SI2,62.8,60.0,6804,7.08,7.0,4.42
16091,0.3,Premium,D,VS1,61.2,59.0,732,4.34,4.29,2.64
16092,1.01,Premium,G,SI2,62.4,59.0,4327,6.39,6.34,3.97
16093,1.28,Ideal,H,SI2,61.8,57.0,5676,7.0,6.97,4.32
16094,1.0,Very Good,G,VVS2,62.1,59.0,7242,6.34,6.45,3.97
16095,1.55,Ideal,H,VS1,62.0,57.0,13665,7.37,7.43,4.59
16096,0.58,Ideal,G,VS1,62.6,54.0,1884,5.3,5.34,3.33
16097,1.02,Ideal,H,SI2,61.6,55.0,2856,6.49,6.43,3.98
16098,1.0,Good,E,VS2,62.4,58.0,6248,6.33,6.4,3.97
16099,0.34,Very Good,F,SI2,63.5,56.0,574,4.48,4.44,2.83
16100,1.01,Premium,E,SI2,62.5,60.0,4434,6.42,6.39,4.0
16101,0.7,Very Good,E,VVS1,61.9,58.0,4114,5.6,5.67,3.49
16102,1.02,Premium,G,SI1,62.3,59.0,4633,6.4,6.44,4.0
16103,0.42,Ideal,H,SI2,62.0,54.0,625,4.83,4.85,3.0
16104,0.96,Fair,G,SI2,66.8,61.0,2539,6.15,6.04,4.07
16105,1.05,Premium,E,IF,59.0,58.0,11946,6.7,6.66,3.94
16106,1.1,Ideal,G,VS2,60.9,56.0,6939,6.68,6.79,4.1
16107,1.13,Premium,D,VS2,61.7,58.0,7751,6.7,6.65,4.12
16108,1.07,Premium,D,SI1,61.8,61.0,5872,6.57,6.54,4.05
16109,0.31,Premium,D,VS2,61.2,59.0,734,4.32,4.37,2.66
16110,0.67,Premium,G,VS2,61.0,61.0,2050,5.66,5.61,3.44
16111,0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8
16112,0.55,Ideal,E,VS1,62.0,56.0,2107,5.27,5.24,3.26
16113,1.7,Ideal,J,VS2,60.5,58.0,10002,7.73,7.74,4.68
16114,0.31,Ideal,F,VVS2,61.3,56.0,695,4.38,4.39,2.69
16115,0.31,Ideal,F,IF,62.1,54.0,914,4.33,4.37,2.7
16116,1.21,Ideal,F,I1,62.0,56.0,4377,6.84,6.8,4.23
16117,0.42,Premium,G,VS1,60.9,58.0,921,4.81,4.84,2.94
16118,0.7,Ideal,J,SI1,60.3,57.0,2096,5.75,5.79,3.48
16119,1.7,Premium,H,SI2,59.8,61.0,8263,7.67,7.62,4.57
16120,2.51,Good,I,SI2,63.7,61.0,14209,8.51,8.48,5.41
16121,0.3,Good,G,SI1,63.2,55.0,417,4.26,4.29,2.7
16122,0.5,Ideal,G,VVS2,61.2,56.0,1838,5.1,5.13,3.13
16123,0.52,Ideal,G,VS1,61.2,56.0,1803,5.19,5.23,3.19
16124,0.31,Ideal,I,IF,62.0,54.0,635,4.38,4.4,2.72
16125,0.25,Very Good,F,VVS2,61.6,57.0,633,4.05,4.08,2.5
16126,1.51,Premium,E,I1,59.0,62.0,6494,7.41,7.36,4.36
16127,0.23,Very Good,D,VVS2,59.6,61.0,499,3.99,4.03,2.39
16128,0.39,Very Good,E,I1,62.8,57.0,511,4.61,4.66,2.91
16129,2.03,Premium,I,VS2,60.5,62.0,16483,8.22,8.17,4.96
16130,1.0,Good,F,SI1,64.1,60.0,4586,6.25,6.19,3.99
16131,0.41,Premium,H,VS1,62.8,59.0,1033,4.73,4.64,2.94
16132,1.01,Very Good,E,SI1,62.9,58.0,5499,6.35,6.41,4.01
16133,1.52,Very Good,G,SI1,62.5,58.0,10150,7.26,7.3,4.55
